File,Variable ,Code value,Code description
FMLD,CUTENURE,1,"Homeowner w/ Mortgage
  TENURECU = '1' or '2' and MORT = '1'"
FMLD,DIVISION,1,New England
FMLD,EARNCOMP,1,Reference Person only
MEMD,EDUCA,1,"No schooling completed, or less than 1 year"
FMLD,EMPLTYP1,1,"Private company, business, or individual"
FMLD,EMPLTYP2,1,"Private company, business, or individual"
MEMD,EMPLTYPE,1,"An employee of a private company, business, or individual working for wages or salary"
EXPD,EXPNSQDY,1,Diary Day 1
EXPD,EXPNWKDY,1,Sunday
FMLD,FAM_TYPE,1,Married couple only
EXPD,GIFT,1,"Gift, yes"
FMLD,HISP_REF,1,Hispanic
FMLD,HISP2,1,Hispanic
MEMD,HISPANIC,1,Mexican
MEMD,HORIGIN,1,Yes
FMLD,HORREF1,1,Mexican
FMLD,HORREF2,1,Mexican
DTID,IMPNUM,1,First
MEMD,IN_COLL,1,Full time
MEMD,MARITAL,1,Married
FMLD,MARITAL1,1,Married
MEMD,MEDICARE,1,Amount includes Medicare deduction
MEMD,MEMBRACE,1,White
MEMD,PAYPERD,1,One week
MEMD,PAYSTUB,1,Yes
FMLD,POPSIZE,1,More than 5 million
DTBD,PUB_FLAG,1,Not published
DTID,PUB_FLAG,1,Not published
EXPD,PUB_FLAG,1,Not published
FMLD,RACE2,1,White
MEMD,RC_WHITE,1,White
FMLD,REC_FS,1,Yes
FMLD,REF_RACE,1,White
FMLD,REFGEN,1,Birth year of 1945 or earlier - Greatest/Silent generation
FMLD,REGION,1,Northeast
MEMD,SEMPFRM,1,Yes
MEMD,SEX,1,Male
FMLD,SEX_REF,1,Reference person is male
FMLD,SEX2,1,Male
FMLD,SMSASTAT,1,Yes
MEMD,SOCSRRET,1,Yes
MEMD,SS_RRB,1,Less than $500
FMLD,TYPOWND,1,Regular ownership
MEMD,US_SUPP,1,Yes
FMLD,WEEKI,1,First week Diary
MEMD,WHYNOWRK,1,Retired
FMLD,WHYNWRK1,1,Retired
FMLD,WHYNWRK2,1,Retired
MEMD,WKSTATUS,1,"Employed INCOMEY=1, 2, 3, or 4"
FMLD,EITC,1,Yes
FMLD,INT_HOME,1,Yes
FMLD,INT_PHON,1,Yes
FMLD,REFGEN,1,Birth year of 1928 or earlier - Greatest generation (G.I. Generation).
FMLD,POPSIZE,1,More than 4 million
FMLD,FAM_TYPE,1,Husband and wife only
FMLD,POV_CY,1,"Yes, below the current year's poverty threshold"
FMLD,POV_CYM,1,"Yes, below the current year's poverty threshold"
FMLD,POV_PY,1,"Yes, below the current year's poverty threshold"
FMLD,POV_PYM,1,"Yes, below the previous year's poverty threshold"
FMLD,RESPSTAT,1,Complete income Respondent (INCRESP = 2-4)
MEMD,ANYRAIL,1,Yes
MEMD,ANYSSINC,1,Yes
FMLD,FD_STMPS,1,Yes
MEMD,STA_SUPP,1,Yes
MEMD,MEMBRACE,1,White
MEMD,RC_WHITE,1,White
MEMD,EMPLTYPE,1,"An employee of a PRIVATE company, business, or individual working for wages or salary"
FMLD,POVERTY,1,"Yes, below the current year's poverty threshold"
FMLD,POVERTYM,1,"Yes, below the current year's poverty threshold."
MEMD,PAYPERD,1,Week
MEMD,EMPLTYPE,1,"An employee of a private company, business or individual working for wages or salary"
FMLD,ORIGIN1,1,European
FMLD,ORIGIN2,1,European
MEMD,RACE,1,White
MEMD,ARM_FORC,1,Yes
MEMD,CU_CODE1,1,Reference person
FMLD,EDUC_REF,1,Elementary (1-8 yrs.)
FMLD,FAM_TYPE,1,Husband and wife only
FMLD,FD_STMPS,1,Yes
FMLD,FS_MTHI,1,January
EXPD,GIFT,1,Yes
MEMD,IN_COLL,1,Full time
FMLD,REC_FS,1,Yes
FMLD,REF_RACE,1,White
FMLD,SEX_REF,1,Reference person is male
MEMD,STA_SUPP,1,Yes
MEMD,US_SUPP,1,Yes
MEMD,CU_CODE1,1,Reference person
FMLD,CUTENURE,1,Owned w/mortgage:
FMLD,EARNCOMP,1,Reference Person only
MEMD,Edu_cmp,1,Yes
FMLD,EMPLTYP1,1,"Private company, business, or individual"
FMLD,EMPLTYP2,1,"Private company, business, or individual"
MEMD,EMPLTYPE,1,"An employee of a private company, business, or individual working for wages or salary"
FMLD,FAM_TYPE,1,Husband and wife only
FMLD,FD_SUP2,1,Spouse recieved Supplemental Security Income Checks From The U.S. Government
FMLD,FSUPPX,1,"Yes, reference person received supplemental security checks from U.S. Governemnt"
EXPD,GIFT,1,"Gift, yes"
FMLD,HALFSAMP,1,The A Half Sample
FMLD,HI_ED_2,1,"Yes, spouce's highest grade was completed"
FMLD,HI_ED_C,1,"Yes, the reference person's highest grade was completed"
FMLD,HOME_DES,1,"House, apartment, Flat"
FMLD,INCLASS,1,"Consumer Unit Income Before Taxes Under $5,000"
MEMD,LUN_PER,1,Full amount
MEMD,MARITAL,1,Married
FMLD,MARITAL1,1,Married
EXPD,PUB_FLAG,1,Not published
MEMD,RACE,1,White
FMLD,RACE2,1,White
FMLD,REF_RACE,1,White
FMLD,REGION,1,Northeast
FMLD,RESPSTAT,1,Complete income reporter
FMLD,RR_INQ,1,"Yes, reference person recieved income From Railroad Retire Checks"
MEMD,RRX,1,Yes
MEMD,SEX,1,Male
FMLD,SEX_REF,1,Reference person is male
FMLD,SEX2,1,Spouce is male
FMLD,SMSA,1,Inside SMSA --Northeast
FMLD,SS_INQ,1,"Yes, the reference person recieved Income From Social Security checks  Inquiry"
MEMD,SS_INQ,1,Yes
FMLD,SS_INQ2,1,"Yes, spouce recieved Income From Social Security checks  Inquiry"
FMLD,SS_RR_X2,1,"Yes, spouce recieved income From Railroad Retire Checks"
FMLD,ST_SUP2,1,"Yes, Security Income Checks From  State Coded Spouse's  Supplemental And Local Government"
FMLD,ST_SUPX,1,"Yes, Reference Person's Supplemental Security Income Checks From  The State Or Local Government"
MEMD,STA_SUPP,1,Yes
MEMD,US_SUPP,1,Yes
FMLD,WEEKI,1,First week Diary
FMLD,WEEKN,1,1 Week
MEMD,WHYNOWRK,1,Retired
FMLD,WHYNWRK1,1,Retired
FMLD,WHYNWRK2,1,Retired
FMLD,WHYNWRK2,1,Retired
FMLD,WHYNWRK2,1,Retired
MEMD,WKSTATUS,1,"Employed INCOMEY=1, 2, 3, or 4"
FMLD,DESCRIP,10,"Group quarters, unit not specified (OTHER UNIT)"
FMLD,EDUC_REF,10,"Nursery, kindergarten, and elementary (grades 1-8)"
FMLD,EDUCA2,10,"Nursery, kindergarten, and elementary (grades 1-8)"
EXPD,EXPNMO,10,October
FMLD,HIGH_EDU,10,"Nursery, kindergarten, and elementary school"
FMLD,INTRDVB,10,"$30,000-$39,999"
FMLD,LUMPB,10,"$30,000-$39,999"
FMLD,NETRENTB,10,"$30,000-$39,999"
FMLD,OCCULIS1,10,Other service
FMLD,OCCULIS2,10,Other service
MEMD,OCCULIST,10,Other Service
FMLD,OTHINB,10,"$30,000-$39,999"
FMLD,OTHREGB,10,"$30,000-$39,999"
FMLD,RETSURVB,10,"$30,000-$39,999"
FMLD,ROYESTB,10,"$30,000-$39,999"
MEMD,SMPFRMB,10,"$90,000-$119-999"
FMLD,STATE,10,Delaware
MEMD,SUPPB,10,"$30,000-$39,999"
MEMD,WAGEB,10,"$90,000-$119,999"
FMLD,WELFRB,10,"$30,000-$39,999"
FMLD,ALIOTHB,10,"$30,000-$39,999"
MEMD,BSNSB,10,"$90,000-$119,999"
FMLD,CHDLMPB,10,"$30,000-$39,999"
FMLD,CHDOTHB,10,"$30,000-$39,999"
FMLD,DIVB,10,"$30,000-$39,999"
FMLD,EDUC_REF,10,1st-8th grade
MEMD,EDUCA,10,10th grade
FMLD,EDUCA2,10,1st-8th grade
MEMD,FARMB,10,"$90,000-$119,999"
FMLD,HIGH_EDU,10,1st-8th grade
FMLD,INTB,10,"$30,000-$39,999"
FMLD,OTHLOSSB,10,"$30,000-$39,999"
FMLD,PNSIONB,10,"$30,000-$39,999"
FMLD,ROOMLOSB,10,"$30,000-$39,999"
FMLD,SALEB,10,"$30,000-$39,999"
MEMD,SS_RRB,10,"$1,500 and over"
FMLD,UNEMPB,10,"$30,000-$39,999"
FMLD,WRKRSB,10,"$30,000-$39,999"
FMLD,WRKRSB,10,"$30,000-$39,999"
FMLD,INCLASS,10,Incomplete Income Reporters
MEMD,ORIGIN,10,Mexican American
FMLD,FS_MTHI,10,October
FMLD,INCLASS,10,Incomplete Income Reporters
FMLD,POCC_REF,10,Retired
FMLD,EDUC_REF,10,"Nursery, kindergarten, and elementary (grades 1-8)"
MEMD,EDUCA,10,10th grade
FMLD,EDUCA2,10,"Nursery, kindergarten, and elementary (grades 1-8)"
EXPD,UCC,100110,Butter
EXPD,UCC,100110,Butter
EXPD,UCC,100210,Cheese
EXPD,UCC,100210,Cheese
EXPD,UCC,100410,Ice cream and related products
EXPD,UCC,100410,Ice cream and related products
EXPD,UCC,100510,"This includes all types of dairy and non-dairy based milk that are not ready-to-drink (RTD) such as powdered milk, evaporated milk, and condensed milk. This also includes those ready-to-drink (RTD) products that contains at least some dairy ingredients. Examples of these are milkshakes, smoothies (includes both dairy and non-dairy, such as soy-based smoothie), nonalcoholic eggnogs, malted milk, yogurt drink, and kefir. "
EXPD,UCC,100510,Miscellaneous dairy products
MEMD,OCCUEARN,101,"Administrator, manager, employed"
MEMD,OCCUEARN,102,"Teachers, employed"
MEMD,OCCUEARN,103,"Professional, employed"
MEMD,OCCUEARN,104,"Administrative support, including clerical, employed"
MEMD,OCCUEARN,105,"Sales, retail, employed"
MEMD,OCCUEARN,106,"Sales, business goods and services, employed"
MEMD,OCCUEARN,107,"Technician, employed"
MEMD,OCCUEARN,108,"Protective services, employed"
MEMD,OCCUEARN,109,"Private household service, employed"
FMLD,EDUC_REF,11,"High school (grades 9-12), no degree"
FMLD,EDUCA2,11,9th-12th grade (No high school diploma)
EXPD,EXPNMO,11,November
FMLD,HIGH_EDU,11,"High school (grades 9-12), no degree"
FMLD,INTRDVB,11,"$40,000-$49,999"
FMLD,LUMPB,11,"$40,000-$49,999"
FMLD,NETRENTB,11,"$40,000-$49,999"
FMLD,OCCULIS1,11,"Machine operator, assembler, inspector"
FMLD,OCCULIS2,11,"Machine operator, assembler, inspector"
MEMD,OCCULIST,11,"Machine or transportation operator, laborer"
FMLD,OTHINB,11,"$40,000-$49,999"
FMLD,OTHREGB,11,"$40,000-$49,999"
FMLD,RETSURVB,11,"$40,000-$49,999"
FMLD,ROYESTB,11,"$40,000-$49,999"
MEMD,SMPFRMB,11,"$120,000 and over"
FMLD,STATE,11,District of Columbia
MEMD,SUPPB,11,"$40,000-$49,999"
MEMD,WAGEB,11,"$120,000 and over"
FMLD,WELFRB,11,"$40,000-$49,999"
FMLD,ALIOTHB,11,"$40,000-$49,999"
MEMD,BSNSB,11,"$120,000 and over"
FMLD,CHDLMPB,11,"$40,000-$49,999"
FMLD,CHDOTHB,11,"$40,000-$49,999"
FMLD,DIVB,11,"$40,000-$49,999"
FMLD,EDUC_REF,11,9th-12th grade (no high school diploma)
MEMD,EDUCA,11,11th grade
FMLD,EDUCA2,11,9th-12th grade (No high school diploma)
MEMD,FARMB,11,"$120,000 and over"
FMLD,HIGH_EDU,11,9th-12th grade (no high school diploma)
FMLD,INTB,11,"$40,000-$49,999"
MEMD,OCCULIST,11,"Machine Operator, assembler, inspector"
FMLD,OTHLOSSB,11,"$40,000-$49,999"
FMLD,PNSIONB,11,"$40,000-$49,999"
FMLD,ROOMLOSB,11,"$40,000-$49,999"
FMLD,SALEB,11,"$40,000-$49,999"
FMLD,UNEMPB,11,"$40,000-$49,999"
FMLD,WRKRSB,11,"$40,000-$49,999"
FMLD,WRKRSB,11,"$40,000-$49,999"
MEMD,ORIGIN,11,Chicano
FMLD,FS_MTHI,11,November
FMLD,POCC_REF,11,"Other, including not reported"
FMLD,EDUC_REF,11,"High school (grades 9-12), no degree"
MEMD,EDUCA,11,11th grade
FMLD,EDUCA2,11,9th-12th grade (No high school diploma)
MEMD,OCCUEARN,110,"Other service, employed"
EXPD,UCC,110110,Apples
EXPD,UCC,110110,Apples
FMLD,PSU,1102,"Philadelphia – Wilmington – Atlantic City, PA – NJ – DE - MD"
EXPD,UCC,110210,Bananas
EXPD,UCC,110210,Bananas
FMLD,PSU,1103,"Boston – Brockton – Nashua, MA – NH – ME CT"
EXPD,UCC,110310,Oranges
EXPD,UCC,110310,Oranges
EXPD,UCC,110410,Other fresh fruits
EXPD,UCC,110410,Other fresh fruits
EXPD,UCC,110510,"Citrus fruits, excluding oranges"
FMLD,PSU,1109,"New York, NY"
MEMD,OCCUEARN,111,"Machine or transportation operator, laborer, employed"
FMLD,PSU,1110,"New York, Connecticut suburbs"
FMLD,PSU,1111,New Jersey suburbs
MEMD,OCCUEARN,112,"Construction workers, mechanics, employed"
MEMD,OCCUEARN,113,"Farming, employed"
MEMD,OCCUEARN,114,"Forestry, fishing, grounds keeping, employed"
MEMD,OCCUEARN,115,Armed Forces
FMLD,EDUC_REF,12,High school graduate
FMLD,EDUCA2,12,Highschool graduate
EXPD,EXPNMO,12,December
FMLD,HIGH_EDU,12,High school graduate - high school diploma or equivalent (GED)
FMLD,INTRDVB,12,"$50,000 and over"
FMLD,LUMPB,12,"$50,000 and over"
FMLD,NETRENTB,12,"$50,000 and over"
FMLD,OCCULIS1,12,Transportation operator
FMLD,OCCULIS2,12,Transportation operator
MEMD,OCCULIST,12,"Construction workers, mechanics"
FMLD,OTHINB,12,"$50,000 and over"
FMLD,OTHREGB,12,"$50,000 and over"
FMLD,RETSURVB,12,"$50,000 and over"
FMLD,ROYESTB,12,"$50,000 and over"
FMLD,STATE,12,Florida
MEMD,SUPPB,12,"$50,000 and over"
FMLD,WELFRB,12,"$50,000 and over"
FMLD,ALIOTHB,12,"$50,000 and over"
FMLD,CHDLMPB,12,"$50,000 and over"
FMLD,CHDOTHB,12,"$50,000 and over"
FMLD,DIVB,12,"$50,000 and over"
FMLD,EDUC_REF,12,High School graduate
FMLD,HIGH_EDU,12,Highschool graduate
FMLD,INTB,12,"$50,000 and over"
MEMD,OCCULIST,12,Transportation operator
FMLD,OTHLOSSB,12,"$50,000 and over"
FMLD,PNSIONB,12,"$50,000 and over"
FMLD,ROOMLOSB,12,"$50,000 and over"
FMLD,SALEB,12,"$50,000 and over"
FMLD,UNEMPB,12,"$50,000 and over"
FMLD,WRKRSB,12,"$50,000 and over"
FMLD,WRKRSB,12,"$50,000 and over"
MEMD,ORIGIN,12,Mexican
FMLD,FS_MTHI,12,December
FMLD,EDUC_REF,12,High school graduate
MEMD,EDUCA,12,12th grade
FMLD,EDUCA2,12,Highschool graduate
EXPD,UCC,120110,Potatoes
EXPD,UCC,120110,Potatoes
EXPD,UCC,120210,Lettuce
EXPD,UCC,120210,Lettuce
EXPD,UCC,120310,Tomatoes
EXPD,UCC,120310,Tomatoes
EXPD,UCC,120410,Other fresh vegetables
EXPD,UCC,120410,Other fresh vegetables
FMLD,PSU,1207,"Chicago – Gary – Kenosha, IL – IN - WI"
FMLD,PSU,1208,"Detroit – Ann Arbor – Flint, MI"
FMLD,PSU,1210,"Cleveland – Akron, OH"
FMLD,PSU,1211,"Minneapolis – St. Paul, MN – WI"
FMLD,EDUC_REF,13,"Some college, no degree"
FMLD,EDUCA2,13,"Some college, no degree"
FMLD,HIGH_EDU,13,"Some college, no degree"
FMLD,OCCULIS1,13,"Handler, helper, laborer"
FMLD,OCCULIS2,13,"Handler, helper, laborer"
MEMD,OCCULIST,13,Farming
FMLD,STATE,13,Georgia
FMLD,HIGH_EDU,13,"Some college, no degree"
MEMD,OCCULIST,13,"Handler, helper, laborer"
FMLD,EDUC_REF,13,"Some college, no degree"
MEMD,EDUCA,13,First year of college or equivalent
FMLD,EDUCA2,13,"Some college, no degree"
EXPD,UCC,130110,Frozen orange juice
EXPD,UCC,130110,Frozen orange juice
EXPD,UCC,130120,"FROZEN FRUIT, OTH. FRUIT JUICE"
EXPD,UCC,130120,"FROZEN FRUIT, OTH. FRUIT JUICE"
EXPD,UCC,130121,Frozen fruits
EXPD,UCC,130122,"Includes all types and varieties of frozen noncarbonated juices and drinks. Examples are frozen juices, frozen ades such as lemonade, frozen drinks, and frozen fruit-flavored drinks."
EXPD,UCC,130210,FRSH/CANNED/BOTTLED FRUT JUICE
EXPD,UCC,130210,FRSH/CANNED/BOTTLED FRUT JUICE
EXPD,UCC,130211,Fresh fruit juice
EXPD,UCC,130212,Canned and bottled fruit juice
EXPD,UCC,130310,Canned fruits
EXPD,UCC,130310,Canned fruits
EXPD,UCC,130320,Dried fruit
FMLD,PSU,1312,"Washington, DC – MD – VA – WV"
FMLD,PSU,1313,"Baltimore, MD"
FMLD,PSU,1316,"Dallas – Ft. Worth, TX"
FMLD,PSU,1318,"Houston – Galveston – Brazoria, TX"
FMLD,PSU,1319,"Atlanta, GA"
FMLD,PSU,1320,"Miami – Ft. Lauderdale, FL"
FMLD,EDUC_REF,14,Associate's degree in college
FMLD,EDUCA2,14,Associate's degree in college
FMLD,HIGH_EDU,14,Associate's degree
FMLD,OCCULIS1,14,"Mechanic, repairer, precision production"
FMLD,OCCULIS2,14,"Mechanic, repairer, precision production"
MEMD,OCCULIST,14,"Forestry, fishing, groundskeeping"
FMLD,EDUCA2,14,Associate's degree in college
FMLD,HIGH_EDU,14,AA degree
MEMD,OCCULIST,14,"Mechanic, repairer, precision production"
MEMD,ORIGIN,14,Puerto Rican
FMLD,EDUC_REF,14,Associate's degree in college
MEMD,EDUCA,14,Second year of college or equivalent
FMLD,EDUCA2,14,Associate's degree in college
EXPD,UCC,140110,Frozen vegetables
EXPD,UCC,140110,Frozen vegetables
EXPD,UCC,140210,Canned beans
EXPD,UCC,140210,Canned beans
EXPD,UCC,140220,Canned corn
EXPD,UCC,140220,Canned corn
EXPD,UCC,140230,Canned miscellaneous vegetables
EXPD,UCC,140310,"Other processed (dried) vegetables, such as squash, not collected in a separate UCC"
EXPD,UCC,140310,Dried processed vegetables
EXPD,UCC,140310,Dried processed vegetables
EXPD,UCC,140320,Dried peas
EXPD,UCC,140330,Dried beans
EXPD,UCC,140340,Dried miscellaneous vegetables
EXPD,UCC,140410,Frozen vegetable juices
EXPD,UCC,140420,Fresh and canned vegetable juices
FMLD,PSU,1419,"Los Angeles – Orange, CA"
FMLD,PSU,1420,"Los Angeles suburbs, CA"
FMLD,PSU,1422,"San Francisco – Oakland – San Jose, CA"
FMLD,PSU,1423,"Seattle – Tacoma – Bremerton, WA"
FMLD,PSU,1424,"San Diego, CA"
FMLD,PSU,1429,"Phoenix – Mesa, AZ"
FMLD,EDUC_REF,15,Bachelors degree
FMLD,EDUCA2,15,Bachelors degree
FMLD,HIGH_EDU,15,Bachelor's degree
FMLD,OCCULIS1,15,"Construction, mining"
FMLD,OCCULIS2,15,"Construction, mining"
MEMD,OCCULIST,15,Armed Forces
FMLD,STATE,15,Hawaii
FMLD,HIGH_EDU,15,Bachelors degree
MEMD,OCCULIST,15,"Construction, mining"
MEMD,ORIGIN,15,Cuban
FMLD,EDUC_REF,15,Bachelors degree
MEMD,EDUCA,15,Third year of college or equivalent
FMLD,EDUCA2,15,Bachelors degree
EXPD,UCC,150110,Candy and chewing gum
EXPD,UCC,150110,Candy and chewing gum
EXPD,UCC,150211,Sugar
EXPD,UCC,150211,Sugar
EXPD,UCC,150212,Artificial sweeteners
EXPD,UCC,150212,Artificial sweeteners
EXPD,UCC,150310,"Jams, preserves, other sweets"
EXPD,UCC,150310,"Jams, preserves, other sweets"
FMLD,EDUC_REF,16,"Masters, professional or doctorate degree"
FMLD,EDUCA2,16,"Masters, professional or doctorate degree"
FMLD,HIGH_EDU,16,"Master's, professional, or doctorate degree"
FMLD,OCCULIS1,16,Farming
FMLD,OCCULIS2,16,Farming
FMLD,STATE,16,Idaho
FMLD,EDUCA2,16,Masters degree
FMLD,HIGH_EDU,16,Masters degree
MEMD,OCCULIST,16,Farming
MEMD,ORIGIN,16,Central or South American
FMLD,EDUC_REF,16,Masters degree
MEMD,EDUCA,16,Fourth year of college or equivalent
FMLD,EDUCA2,16,Masters degree
EXPD,UCC,160110,Margarine
EXPD,UCC,160110,Margarine
EXPD,UCC,160210,OTH FATS/OILS/SALAD DRESSINGS
EXPD,UCC,160210,OTH FATS/OILS/SALAD DRESSINGS
EXPD,UCC,160211,Fats and oils
EXPD,UCC,160212,Salad dressings
EXPD,UCC,160310,"Non-dairy products include products derived from soy, almond, rice, coconut, etc. This includes all types of non-dairy based milk that are not ready-to-drink (RTD) such as powdered milk, evaporated milk, and condensed milk. Some types and varieties include yogurt, cream, sour cream, and some drinks such as smoothies made with non-dairy substitutes. "
EXPD,UCC,160310,Nondairy cream and imitation milk
EXPD,UCC,160320,Peanut butter
EXPD,UCC,160320,Peanut butter
FMLD,OCCULIS1,17,"Forestry, fishing, groundskeeping"
FMLD,OCCULIS2,17,"Forestry, fishing, groundskeeping"
FMLD,STATE,17,Illinois
FMLD,EDUC_REF,17,Professional/doctorate degree
FMLD,EDUCA2,17,Professional/doctorate degree
FMLD,HIGH_EDU,17,Professional/doctorate degree
MEMD,OCCULIST,17,"Forestry, fishing, groundskeeping"
MEMD,ORIGIN,17,Other Spanish
FMLD,EDUC_REF,17,Professional/doctorate degree
MEMD,EDUCA,17,One year of graduate school
FMLD,EDUCA2,17,Professional/doctorate degree
EXPD,UCC,170110,Cola
EXPD,UCC,170110,Cola
EXPD,UCC,170210,Other carbonated drinks
EXPD,UCC,170210,Other carbonated drinks
EXPD,UCC,170310,Roasted coffee
EXPD,UCC,170310,Roasted coffee
EXPD,UCC,170410,Instant and freeze dried coffee
EXPD,UCC,170410,Instant and freeze dried coffee
EXPD,UCC,170510,"Includes all types and varieties of noncarbonated drinks that are not frozen.  This includes canned, bottled, fresh, refrigerated, and aseptically packaged items. Ready-to-drink teas and tea-flavored drinks, ready-to-drink coffees and coffee-flavored drinks, as well as non-dairy chocolate drinks are also included."
EXPD,UCC,170510,"Noncarbonated fruit flavored drinks, including non-frozen lemonade"
EXPD,UCC,170520,Tea
EXPD,UCC,170520,Tea
EXPD,UCC,170530,Other nonalcoholic beverages and ice
EXPD,UCC,170530,Other noncarbonated beverages
EXPD,UCC,170530,Other noncarbonated beverages
EXPD,UCC,170531,Other noncarbonated beverages and ice
EXPD,UCC,170532,Bottled water
EXPD,UCC,170533,Sports drinks
FMLD,OCCULIS1,18,Armed forces
FMLD,OCCULIS2,18,Armed forces
FMLD,STATE,18,Indiana
MEMD,OCCULIST,18,Armed Forces
FMLD,EDUC_REF,18,Suppressed
MEMD,EDUCA,18,Two or more years of graduate school
FMLD,EDUCA2,18,Suppressed
EXPD,UCC,180110,Canned and packaged soups
EXPD,UCC,180110,Canned and packaged soups
EXPD,UCC,180210,Frozen meals
EXPD,UCC,180210,Frozen meals
EXPD,UCC,180220,Frozen foods that are not complete meals.
EXPD,UCC,180220,Frozen foods that are not complete meals.
EXPD,UCC,180310,Potato chips and other snacks
EXPD,UCC,180310,Potato chips and other snacks
EXPD,UCC,180320,Nuts
EXPD,UCC,180320,Nuts
EXPD,UCC,180410,"Salt, spices, other seasonings"
EXPD,UCC,180410,"Salt, spices, other seasonings"
EXPD,UCC,180420,"Olives, pickles, relishes"
EXPD,UCC,180420,"Olives, pickles, relishes"
EXPD,UCC,180510,Sauces and gravies
EXPD,UCC,180510,Sauces and gravies
EXPD,UCC,180520,Baking needs and miscellaneous products
EXPD,UCC,180520,Baking needs and miscellaneous products
EXPD,UCC,180610,PREPARED SALADS/DESSERTS
EXPD,UCC,180610,PREPARED SALADS/DESSERTS
EXPD,UCC,180611,Prepared salads
EXPD,UCC,180612,Includes any non-frozen prepared desserts not priced elsewhere in Food at Home. Items generally include refrigerated or shelf-stable packaged desserts.
EXPD,UCC,180620,Baby food
EXPD,UCC,180620,Baby food
EXPD,UCC,180710,Miscellaneous prepared foods
EXPD,UCC,180710,Miscellaneous prepared foods
EXPD,UCC,180720,Includes all non-prescription vitamin supplements.
FMLD,STATE,19,Iowa
EXPD,UCC,190110,Lunch (old)
EXPD,UCC,190110,Lunch (old)
EXPD,UCC,190111,"Lunch at fast food, take-out, delivery, concession stands, buffet and cafeteria (other than employer and school cafeteria)"
EXPD,UCC,190112,Lunch at full service restaurants
EXPD,UCC,190113,Lunch at vending machines and mobile vendors
EXPD,UCC,190114,Lunch at employer and school cafeterias
EXPD,UCC,190115,Lunch at Board
EXPD,UCC,190116,Lunch at Catered Affairs
EXPD,UCC,190210,Dinner (old)
EXPD,UCC,190210,Dinner (old)
EXPD,UCC,190211,"Dinner at fast food, take-out, delivery, concession stands, buffet and cafeteria (other than employer and school cafeteria)"
EXPD,UCC,190212,Dinner at full service restaurants
EXPD,UCC,190213,Dinner at vending machines and mobile vendors
EXPD,UCC,190214,Dinner at employer and school cafeterias
EXPD,UCC,190215,Dinner at Board
EXPD,UCC,190216,Dinner at Catered Affairs
EXPD,UCC,190310,Snacks and nonalcoholic beverages (old)
EXPD,UCC,190310,Snacks and nonalcoholic beverages (old)
EXPD,UCC,190311,"Snacks and nonalcoholic beverages at fast food, take-out, delivery, concession stands, buffet and cafeteria (other than employer and school cafeteria)"
EXPD,UCC,190312,Snacks and nonalcoholic beverages at full service restaurants
EXPD,UCC,190313,Snacks and nonalcoholic beverages at vending machines and mobile vendors
EXPD,UCC,190314,Snacks and nonalcoholic beverages at employer and school cafeterias
EXPD,UCC,190315,Snacks at Board
EXPD,UCC,190316,Snacks at Catered Affairs
EXPD,UCC,190320,Breakfast and brunch (old)
EXPD,UCC,190320,Breakfast and brunch (old)
EXPD,UCC,190321,"Breakfast and brunch at fast food, take-out, delivery, concession stands, buffet and cafeteria (other than employer and school cafeteria)"
EXPD,UCC,190322,Breakfast and brunch at full service restaurants
EXPD,UCC,190323,Breakfast and brunch at vending machines and mobile vendors
EXPD,UCC,190324,Breakfast and brunch at employer and school cafeterias
EXPD,UCC,190325,Breakfast at Board
EXPD,UCC,190326,Breakfast at Catered Affairs
EXPD,UCC,190901,Food or board at school
EXPD,UCC,190901,Food or board at school
EXPD,UCC,190902,"Catered Events, and Other Food Away From Home includes catered events, and any other food away from home not classified elsewhere."
EXPD,UCC,190902,Catered affairs
EXPD,UCC,190902,Catered affairs
EXPD,UCC,190911,Board at fast food
